tweet	date	svm	nb	sa-score	sa-rounded
Chinese mainland holds a positive and open attitude toward cross-Strait intercity exchanges with #Taiwan https://t.co/gLfSNSmdSE https://t.co/swqKpNBoFI 	6/11/17	0	0	0.5574	1
Award-winning documentary director Po-lin Chi confirmed dead in helicopter crash that killed 3 on board in Taiwan Sat: local media https://t.co/44HehEhOL2 	6/10/17	0	0	-0.91	-1
"3 dead after helicopter plunges into mountain in Hualien county, S China’s #Taiwan https://t.co/0vZPklX0QT "	6/10/17	0	0	-0.6486	-1
"China rejects the irresponsible remarks by US Secretary of Defense &amp; Japanese minister on #SouthChinaSea, Taiwan https://t.co/UOZH28dEsW https://t.co/ulHrZu0mPs "	6/5/17	0	0	-0.6808	-1
"China strongly dissatisfied w/ US, Japanese officials' remarks on #SouthChinaSea, #Taiwan https://t.co/UOZH28dEsW https://t.co/QArRAIANbl "	6/4/17	0	0	-0.128	-1
China strongly opposes U.S. arms sales to #Taiwan: senior military officer (File pic) https://t.co/AwMMAmrIdV https://t.co/pEfwNDloHK 	6/3/17	0	0	0.2732	1
At least one person from the Chinese mainland and 4 from Taiwan were killed in #ManilaCasino attack: Chinese embassy in the Philippines https://t.co/G7baoawlU8 	6/3/17	0	0	-0.8225	-1
Mainland welcomes #Taiwan entrepreneurs in Belt &amp; Road construction https://t.co/K6sonD5rl0 https://t.co/UM9oJBGUiR 	5/25/17	0	0	0.4019	1
Using force to resist reunification will get Taiwan nowhere: mainland spokesperson https://t.co/6TkomVyGt2 https://t.co/tjeL0cmEAd 	5/25/17	0	1	0	0
"Taiwan's judicial body rules in favor of same-sex marriage, results in fierce debate https://t.co/vk10wMUWxE https://t.co/VIVH31Q8NC "	5/24/17	0	1	0.4019	1
China welcomes @WHO rejecting proposal to invite Taiwan to annual assembly https://t.co/XlMuO0P9py https://t.co/2xlfU2OIXo 	5/23/17	0	0	0.0772	1
#OneChina principle is the prerequisite for Taiwan participation in @WHO's annual conference: Chinese delegation https://t.co/s7NjXw7vfH https://t.co/9Sm7kKpeee 	5/22/17	0	0	0	0
"Mainland warns any attempts to establish 'two Chinas' or 'one China, one Taiwan' doomed to fail https://t.co/XRFTypLy71 https://t.co/DkWu0eYb7I "	5/18/17	1	1	-0.8442	-1
"Persian cat living in Taiwan returns from the groomers almost completely bald aside from a furry face, leaving his owners in hysterics https://t.co/v2JjwHWqJu "	5/16/17	0	0	-0.4215	-1
M-5.6 earthquake hit Taitung County in SE China's Taiwan Tue morning (CENC) https://t.co/tiqMrFcZwA 	5/15/17	0	0	0	0
Current #Taiwan administration bears full responsibility for island's absence from World Health Assembly this year https://t.co/B4MJ4078YY https://t.co/qtg3sKeMxe 	5/10/17	0	0	0	0
Chinese mainland urges immediate investigation into shooting of mainland fishermen by Taiwan coast guards https://t.co/hlnSCxbxqT https://t.co/zR4rr9XCED 	5/7/17	0	0	0	0
2 mainlanders injured after Taiwan patrol ship fired warning shots at their boat on Sat: local media (filepic) https://t.co/lo9pO6xFNS https://t.co/mf8GsZl5ad 	5/6/17	0	0	-0.8271	-1
#BREAKING: M-5.3 #earthquake jolted near Taiwan in southeast China Sunday morning (CENC) https://t.co/iYJTO26cgh 	4/29/17	0	0	0	0
Mainland maintains top destination for #Taiwan's job hunters: Survey https://t.co/MRVc2hGniM https://t.co/TSqu4Tbw1D 	4/20/17	0	0	0.2023	1
#Taiwan to spend %1.2 billion to cut PM2.5 https://t.co/hUSYv4qF2Y https://t.co/vj0tlL9p5D 	4/15/17	0	0	-0.2732	-1
Playing up #Taiwan suspect will harm cross-Strait relations: official https://t.co/KyvYrTrbBo https://t.co/ovZAx1VidW 	4/12/17	0	0	-0.5994	-1
Over 300 people are rescued from a sinking ferry on Fri near Chiayi in SE China’s #Taiwan https://t.co/aZHSaEyk4i 	4/7/17	0	0	0.4215	1
Mainland spokesperson said Wed that an arms race between Taiwan and the mainland would only harm Taiwan compatriots https://t.co/ZOOsbcHgYY https://t.co/N0JZmeF1Nh 	3/29/17	0	0	-0.5423	-1
Mainland urges early release of fishermen detained by #Taiwan https://t.co/bc7WmqMKL2 https://t.co/UcoTN29XEd 	3/29/17	0	0	-0.4019	-1
"A resident of Taiwan is under investigation for suspected national security violation, a mainland official said Wed https://t.co/x00Cbe5R4W https://t.co/c2L2rcZboO "	3/29/17	0	0	-0.4019	-1
Chinese mainland official on Saturday called for two-way openness in investment across the #Taiwan Strait https://t.co/ScX8WBsMYi https://t.co/zHIbLe0muG 	3/11/17	0	0	0.34	1
"Bus carrying mainland tourists crashes into building in Taiwan on Mon; driver shows no sign of life, 3 passengers injured https://t.co/yHJsVrrsyp "	3/6/17	0	0	-0.5994	-1
"China will never tolerate any activity, in any form or name, that attempts to separate Taiwan from the motherland: #GovtWorkReport https://t.co/cJeHpUiBkc "	3/4/17	0	1	0	0
Don’t zone out! Driver kills motorcyclist after driving on opposite lane in SE China’s #Taiwan https://t.co/P9eOH1g3bM 	2/24/17	0	0	-0.5848	-1
China lodged representations to #Japan and urged Japan to be cautious in its words and deeds on Taiwan-related issues: FM https://t.co/HnSw1JEINT 	2/24/17	0	0	-0.1027	-1
Never too old to learn: Man from Taiwan praised as ideal role model for pursuing his PhD at the young age of 105! https://t.co/B2SYRQEy4v https://t.co/0HafzPcJvM 	2/20/17	0	0	0.784	1
"#Spain to deport all 269 phone scam suspects to mainland China, including over 200 suspects from southeast China’s Taiwan (File pic) https://t.co/wBKBrdo5xh "	2/18/17	0	0	-0.8176	-1
China urges #India to honor its commitment to one-China policy and handle issues regarding Taiwan cautiously: FM https://t.co/qmbazILAmX 	2/15/17	0	0	0.7003	1
"#UPDATE Death toll rises to 17 after a tourist bus overturned on highway near Taipei in south China's Taiwan,15 injured &amp; 12 still trapped https://t.co/DpgpTM1iSi "	2/13/17	0	0	-0.875	-1
"#BREAKING At least 14 dead after a tourist bus rolled over down a highway side slope in south China's Taiwan on Feb 13, rescue underway https://t.co/dMfNWOMuV7 "	2/13/17	0	0	-0.25	-1
China hopes U.S. to properly handle issues regarding #Taiwan: FM spokesperson https://t.co/5J599tlA9C https://t.co/iUEsPuQs6f 	2/10/17	0	0	0.4215	1
Mainland opposes Uygur separatist visiting #Taiwan https://t.co/BlZbC3DUsv https://t.co/9AI4HXxOlz 	2/8/17	0	0	0	0
Mainland plans to provide #Taiwan residents equal national treatment to help them integrate into mainland society https://t.co/BbgtL7EZqN https://t.co/MLvCUnM5Tk 	2/7/17	0	0	0.4019	1
11 fishermen are rescued by helicopters sent by Chinese Ministry of Transport as their boat was about to sink in the Taiwan Strait on Monday https://t.co/8AC3evPTcj 	2/6/17	0	0	0.4215	1
"At least 20 injured after a bus carrying mainland Chinese tourists hits a bridge in Kaohsiung, Taiwan, Sat morning https://t.co/UVDxlQfbOD "	2/4/17	0	0	-0.4019	-1
"#China calls on new #US administration to uphold #OneChinaPolicy, confine relations w/ Taiwan to unofficial scope https://t.co/PEoGTlqMZW https://t.co/1LSHGeNcfu "	1/23/17	0	0	0	0
"The US should not allow a delegation from Taiwan to attend US President-elect @realDonaldTrump's inauguration, says China's FM on Wed https://t.co/7Jyy58LpzC "	1/19/17	0	0	-0.1695	-1
#Taiwan issue is never a bargaining chip for the new #US leader: experts https://t.co/LKGfnMrhqY https://t.co/KiiaqUwagd 	1/19/17	0	0	0	0
Dare to play this seesaw in #Taiwan? https://t.co/3ajcfAPMp4 	1/14/17	0	1	0.34	1
Photos first released showing China's aircraft carrier formation passed through #Taiwan Strait https://t.co/ZnoyS4iHp3 https://t.co/bzCTpIzKoR 	1/14/17	0	0	0	0
Taiwan aims to build a 'non-nuclear home': Island authorities plan to shut down all nuclear power plants before 2025 https://t.co/38V0h4NFIm https://t.co/XYefGy7VOn 	1/11/17	0	0	0	0
Aircraft carrier Liaoning training in #SouthChinaSea went through #TaiwanStrait early Thu to carry out follow-up tasks: PLA Navy https://t.co/BYNGJAxbks 	1/11/17	0	0	0	0
Chinese mainland Wed reiterates #OneChinaPolicy: 'The Taiwan issue concerns #China's core interests' https://t.co/THxZP0M9as https://t.co/0pcTFHOCsY 	1/11/17	0	0	0.25	1
"It's normal for aircraft carrier Liaoning to cross Taiwan Strait during training exercises, will not affect cross-strait ties: Vice FM, Wed https://t.co/PlGCAEfxTt "	1/11/17	0	0	0	0
China firmly opposes U.S. officials' contact with Taiwan &amp; urges the U.S. side to stick to the one-China policy https://t.co/rtl3OFGGci https://t.co/uJN9siovkx 	1/9/17	0	0	0	0
"Photos taken on Jan. 8, 2017 show the morning scenery of Riyue Tan, or the Sun Moon Lake, in Nantou County, southeast China's Taiwan https://t.co/CxvmtgbrkI "	1/8/17	0	0	0	0
Mainland mobile payment services expand rapidly in Taiwan https://t.co/Gtw1IopaaF https://t.co/FTFyNg6TTA 	1/8/17	0	0	0.3182	1
US President-elect @realDonaldTrump and his transition team won't meet with Taiwan's leader Tsai Ing-wen during her stop in the US: reports https://t.co/EKgI1dXkGw 	1/7/17	0	0	-0.296	-1
Voting DPP causes most regret for Taiwanese in 2016: poll https://t.co/Hnv12RMCyC https://t.co/uoStEJNcFm 	1/5/17	0	1	-0.4754	-1
"Light show illuminates the Taipei 101 skyscraper in Taipei, southeast China's #Taiwan, Mon https://t.co/BqG0VHsfaP "	1/2/17	0	0	0	0
China denounces name change of Japanese body in #Taiwan https://t.co/AegNDb4toU https://t.co/juucUe14Hw 	12/28/16	0	0	-0.4404	-1
China urges U.S. to carefully handle #Taiwan-related issue https://t.co/GnGDzqrkyn https://t.co/7yHTh4LxI5 	12/28/16	0	0	0.128	1
One-China principle always upheld in handling Taiwan's external exchanges: Mainland's Taiwan affairs spokesperson https://t.co/OWGlsw8yVt https://t.co/eAX7IheHhc 	12/26/16	0	0	0	0
China expresses strong opposition against a plan by Washington to conduct high-level military cooperation with #Taiwan: FM @WhiteHouse https://t.co/6GdRZqUHqG 	12/26/16	0	0	0.5106	1
"#China resolutely opposes Taiwan content in US 2017 defense bill, urges #US to scrupulously abide by its commitments on #Taiwan issue: MOFA https://t.co/iLqdloRz6q "	12/25/16	0	1	0.25	1
School in Taiwan is condemned after students waved Nazi flags &amp; shouted 'Sieg Heil' w/ their teacher stood in a cardboard tank saluting them https://t.co/83QYqmKF0U 	12/25/16	0	1	-0.4404	-1
"The Starry Grassland, a giant mosaic made of 3 mln recycled discs, depicting Van Gogh's famous painting, is displayed in #Taiwan, Fri https://t.co/LtFEaiN0KB "	12/23/16	0	0	0	0
#SaoTomeandPrincipe cuts ties and tolls bell for Taiwan ‘diplomacy’ https://t.co/d2R38qsRD6 https://t.co/huEanKDzU8 	12/22/16	0	0	-0.296	-1
"China appreciates Sao Tome and Principe cutting ""diplomatic"" ties w/ Taiwan, welcomes its return to right track of one-China principle: MOFA https://t.co/4kuxF7VsDX "	12/20/16	0	0	0.6705	1
"Chinese Air Force releases pics showing China’s H-6K bomber taking part in a drill on Nov 25, with #Taiwan’s Yushan as the backdrop https://t.co/vPtXRWLqRO "	12/17/16	0	0	0	0
#BREAKING: #Earthquake of M5.1 hits sea area off Taiwan (CENC) https://t.co/Vm7OqglgcS 	12/15/16	0	0	0	0
"Any interference with or damage to one-China principle will impact peace &amp; stability across #TaiwanStrait: Taiwan Affairs Office, Wed https://t.co/9nP598WEnS "	12/13/16	0	0	0.0772	1
#Taiwan opens first comfort women museum to promote gender equality https://t.co/kJmZixeePV https://t.co/tYS8R89xBE 	12/12/16	0	0	0.6249	1
Chinese analysts warn of 'irreversible damage' if US President-elect @realDonaldTrump steps up arms sales to #Taiwan https://t.co/vdIoRh2Cmr https://t.co/wT8SHHmiy7 	12/4/16	0	0	-0.6597	-1
.@WhiteHouse reaffirms one-China stance after @realDonaldTrump's talk with #Taiwan leader https://t.co/bZ1VF27OgK 	12/3/16	0	1	0	0
'@realDonaldTrump -Tsai phone talk just a trick by Taiwan: Chinese FM 	12/3/16	0	1	-0.0516	-1
"Taiwan's small trick will not change one-China principle, the cornerstone of healthy #China-#US relations: Wang Yi responds to #Trump's call https://t.co/njcyMAOdpP "	12/3/16	0	0	0.3612	1
"China firmly opposes any official interaction or military contact between #US and #Taiwan: China MOFA, Fri https://t.co/6BWgb9zQB2 "	12/2/16	0	0	0	0
#Taiwan's former leader Ma Ying-jeou summoned to court on Thur on charges of breaching confidentiality laws https://t.co/U0sOacBPZ5 	12/2/16	0	0	-0.2732	-1
Mainland spokesperson rebukes de-sinicization activities in #Taiwan 	11/30/16	0	0	0	0
"#BREAKING: #Earthquake of M4.6 hits near Taitung City, SE China’s Taiwan (USGS) https://t.co/kJr1P4jZRJ "	11/30/16	0	0	0	0
Chinese police escorted 74 telecom-fraud suspects back to China from #Malaysia Tue. 21 of them are from #Taiwan https://t.co/PQTnarEP4q https://t.co/jbRpA9UnIN 	11/29/16	0	0	-0.34	-1
Singapore's hypocrisy exposed after cargo ship from #Taiwan w/ military vehicles on board seized by #HongKong custom https://t.co/xxiw6RYGvq https://t.co/OqPKghr0jd 	11/27/16	0	0	-0.0772	-1
Magnitude 5.0 earthquake strikes off the coast near Taiwan in south China around 5:55 a.m. local time on Nov 25 (CENC) https://t.co/WDtBgqEmyY 	11/24/16	0	0	-0.3612	-1
"We're willing to engage w/ any party, org. &amp; indiv. as long as they acknowledge '92 Consensus &amp; that mainland&amp;Taiwan belong to one China: Xi https://t.co/YZyFjeWJJc "	11/10/16	0	0	0.6249	1
"Tourists to #Taiwan to dwindle 400,000 this year "	11/2/16	0	0	0	0
"CPC General Secretary Xi Jinping meets with delegation led by Taiwan's KMT party leader Hung Hsiu-chu in Beijing, Tue https://t.co/CtTgEj0Fco "	11/1/16	0	0	0.4019	1
Leader of Taiwan's Kuomintang party Hung Hsiu-chu and her delegation have arrived in Nanjing to start their 5-day visit (file pic) https://t.co/Z0m1yRFZsw 	10/30/16	0	0	0.4019	1
"China on Thur urges US to honor its commitment to the ""One China"" policy after #Taiwan leader meets new chair of American Institute https://t.co/Sl4WFvwOH1 "	10/26/16	0	0	0.7003	1
"#BREAKING M4.8 earthquake joilts near Kaohsiung county, southern #Taiwan, at 04:45 GMT Tue (CENC) https://t.co/Ys0aSsnS2E "	10/25/16	0	0	0	0
#Taiwan's KMT party chairperson Hung Hsiu-chu will lead a delegation to Chinese mainland from Oct 30-Nov 3 https://t.co/TAgkXjetHK 	10/23/16	0	0	0.4019	1
"Red alert issued as #TyphoonSarika will hit #Hainan on Tue, parts of southern #China including #Guangdong &amp; #Taiwan will be affected https://t.co/yLROa0GyJ6 "	10/16/16	0	0	0.1531	1
Chair of Taiwan's Kuomintang Party to attend cross-Strait peaceful development forum in Beijing early next month https://t.co/TW46dRumSe https://t.co/2ZP0VxfIa3 	10/12/16	0	0	0.7096	1
Mainland opposes foreign intervention in #Taiwan'sparticipation in Interpol activities 	10/12/16	0	0	0	0
"CPC-KMT supported forum on cross-strait peace and development will be held in Beijing from Nov 2-3: Taiwan Affairs Office, Wed https://t.co/QrfE4CO2nG "	10/12/16	0	0	0.7003	1
Chinese FM reaffirms one-China policy for #Taiwan in int'l activities 	10/11/16	0	0	0	0
"A magnitude of 5.7 #earthquake hits 34km ESE of Taitung City, Mainland’s Taiwan (USGS) https://t.co/Gsa7mfVlPH "	10/6/16	0	0	0	0
Mainland's #Taiwan affairs spokesman reiterates one-China principle 	10/6/16	0	0	0	0
#Taiwan enjoys full access to ICAO information: mainland 	9/28/16	0	1	0.5106	1
"#BREAKING: At least 4 dead, 268 wounded after Typhoon #Megi made landfall in #Taiwan, local authorities say https://t.co/gXx35CSTCt "	9/27/16	0	0	-0.6486	-1
#TyphoonMegi leaves over 1.9 million homes without power in #Taiwan after it made landfall at Hualien City  on Tue https://t.co/omxG9tz4jB 	9/27/16	0	0	0	0
"Massive Typhoon #Megi lashes #Taiwan after landfall on Tuesday afternoon, cuts power to over 1 million homes https://t.co/H1Xx0grOUG "	9/27/16	0	0	-0.296	-1
What WERE they inking? Taiwanese body art fan show off her full-body creation at London tattoo convention. (Mail Online) https://t.co/vHbmMEg6QA 	9/23/16	0	0	0.5267	1
"#ICAO declines to invite Taiwan to join triennial assembly in Montreal next week, sticks to @UN’s One-China Policy "	9/23/16	0	0	0.4215	1
"50 telecom fraud Chinese mainland suspects, 13 from #Taiwan back in China from #Cambodia under police custody https://t.co/upLAujt40x "	9/20/16	0	0	-0.7351	-1
Top political advisor stresses county-level exchanges across Taiwan Strait https://t.co/2dm2lEHC4d https://t.co/MGAzNBYqjp 	9/18/16	0	0	-0.296	-1
"Clouds fly above #Taipei, southeast China's Taiwan, as #TyphoonMalakas is approaching the east coast of Taiwan https://t.co/WEsUIHcCTU "	9/17/16	0	0	0	0
"Kaohsiung, SE China's Taiwan saw facilities damage due to the effect of #TyphoonMeranti https://t.co/sWpYYlpX44 "	9/15/16	0	0	-0.4939	-1
"#China firmly opposes #DalaiLama's visit to #Taiwan in any form: Taiwan Affairs Office, Wed https://t.co/OCBIkJDNSu https://t.co/c3BBe3SBXZ "	9/14/16	0	0	0	0
Driver in Deadly #Taiwan Bus Fire was Suicidal: Investigation 	9/12/16	0	1	-0.7845	-1
Over 10k Taiwanese gathered in #Taipei on Monday to protest the shrinking of mainland tourists https://t.co/CsLukeZ4bS 	9/12/16	0	0	-0.25	-1
"Taiwan driver got drunk, splashed gas, set fire, killed 24 Mainland tourists on bus: Report https://t.co/8xy7aB7LN8 https://t.co/8hy4IX8J5M "	9/10/16	0	0	-0.8519	-1
Mainland denounces Taiwan bus arson that killed 24 mainland tourists w/ driver drunken https://t.co/6j7g1eZzYK https://t.co/ZKhGCXZhiN 	9/10/16	0	0	-0.8126	-1
"Taiwan welcomes Dalai Lama, mainland warns against collusion with separatists https://t.co/5xZnKvHtSQ https://t.co/L62rlYlKoX "	9/8/16	0	1	0.3182	1
"Over 6.28 mln tourists from outside #Taiwan visited the island from Jan-July, up 7.93 percent from year over year https://t.co/tQT6pJMK7k "	9/8/16	0	0	0	0
129 Chinese telecom fraud suspects including 78 from Taiwan brought back from Armenia https://t.co/oRMKlOvy6r https://t.co/a6H17VuCd2 	9/8/16	0	0	-0.7351	-1
"#China reaffirms firm opposition to ""#Taiwan independence"" https://t.co/O5aNFcbNCE https://t.co/A1nLi7sbFD "	8/22/16	0	0	0	0
"A Taiwan woman died, 22 others injured after a bus carrying 23 was buried in a landslide on Sat in SE China's Fujian https://t.co/q3DCuDfOWe "	8/13/16	0	0	-0.743	-1
Terrified #giraffe dies fm PANIC ATTACK after it's caged &amp; loaded on a truck at #Taiwan zoo 	8/11/16	0	1	-0.886	-1
Tour operator in #Taiwan offers 1-day tour of #TaipingIsland https://t.co/JhrXmIvUqi https://t.co/ai82gvQPtb 	8/10/16	0	0	0	0
"40 telecom fraud suspects, including 35 from Chinese mainland, 5 from #Taiwan, repatriated fm #Kenya to #China, Mon https://t.co/liTwBzCX7n "	8/8/16	0	0	-0.7351	-1
#Taiwan confirms first #Zika case of a local 43-year-old woman recently returned from Saint Lucia https://t.co/bMGvFenTFk 	8/4/16	0	0	0	0
#Update: Driver of the deadly bus crash in #Taiwan had been sentenced for 5 yrs for sexually assaulting tour guide https://t.co/jByJdryA4K 	7/30/16	0	0	-0.7269	-1
"#Taiwan driver drunk-driving when bus caught fire, killing 26 onboard incl. 24 mainland tourists: local prosecutor https://t.co/J8ykDIzei1 "	7/29/16	0	0	-0.7783	-1
#BREAKING M4.4 #earthquake hit #Hualien county on the east coast of #Taiwan on Wed; tremors felt in #Taipei https://t.co/31KnZYr6fI 	7/27/16	0	0	0	0
"#Taiwan investigators detect ""gasoline reaction"" in tour bus that caught fire on July 19 https://t.co/4W3AI5Toyh https://t.co/qZUKcjuSlj "	7/25/16	0	1	-0.34	-1
1992 Consensus is the political foundation for peaceful cross-Strait ties: #China's #Taiwan Affairs Office https://t.co/0I4ulbv5Ip 	7/22/16	0	0	0.4939	1
Lock secretly attached to exit may have cut the chance for escape: preliminary investigation of Taiwan tour bus fire https://t.co/kcfQiqA8wE 	7/21/16	0	1	-0.2023	-1
Electrical fire may be cause of blaze that killed all 26 on board a tour bus in #Taiwan: preliminary investigation https://t.co/GUxCvZRcWS 	7/21/16	0	0	-0.7845	-1
"#BREAKING: 2 people suffer gunshot wounds in shooting in New #Taipei City, #Taiwan: Local media https://t.co/y0c529bz0E "	7/20/16	0	0	-0.5423	-1
#Taiwan Affairs Office to dispatch a working group to #Taiwan for car fire that killed 24 Chinese mainland tourists https://t.co/c5xGORZys2 	7/19/16	0	0	-0.7845	-1
"#UPDATE:  26 victims of bus fire in #Taiwan include 24 tourists from mainland, 3 of them are children https://t.co/408qhMNsxl "	7/19/16	0	1	-0.5719	-1
#UPDATE At least 20 people killed after a tour bus caught fire near #Taiwan Taoyuan Int'l Airport Tuesday noon https://t.co/h3WtKCk3bw 	7/19/16	0	0	-0.7845	-1
Multiple deaths confirmed as a tour bus caught fire after hitting on guard rail Tue in #Taiwan. Cause yet unknown. https://t.co/8CW4CuRBKi 	7/19/16	1	1	-0.34	-1
"Chic puppy: Xiao Pi the dog from S #China's #Taiwan wins heart on the internet in the very ""veggie"" outfits. https://t.co/VlsJ7PUHJp "	7/14/16	0	0	0.7003	1
"Taiwan said Tuesday it ""absolutely won't accept"" the #award of an arbitral tribunal in #SouthChinaSea arbitration https://t.co/sHKce7pCQ1 "	7/12/16	0	0	0.2622	1
Cute dog at fruit stand in #Taiwan becomes latest internet sensation https://t.co/X8w2kHZvtx https://t.co/ytm7SSjr4s 	7/11/16	0	0	0.4588	1
"Super #Typhoon #Nepartak on Fri morning made landfall in Pingtung county, #Taiwan, causing widespread damage https://t.co/DdOWSQ7bbc "	7/8/16	0	0	0.1779	1
"Typhoon #Nepartak made landfall in eastern #Taiwan early Friday, bringing strong gusts &amp; downpours to the area https://t.co/Hxtbw1uIEU "	7/7/16	0	0	0.5106	1
Mainland authorities urges Taiwan to explain Fri's fatal firing of missile by a naval vessel https://t.co/9kHQ6vxofx https://t.co/2j51ndlwka 	7/2/16	0	0	-0.7096	-1
"#Taiwan needs to give responsible explanation on “missile error”: Mainland #Taiwan affairs chief Zhang Zhijun, Fri https://t.co/nxDRUag1FK "	7/1/16	0	0	0.3182	1
"#Taiwan’s military fires missile in error Fri, killing 1, wounding 3 after missile hit fishing boat: Local media https://t.co/tURbmT7oIy "	7/1/16	0	0	-0.7964	-1
"#Taiwan's 2015 TransAsia plane crash investigation: Pilot mistakenly shut down no. one engine, 43 people died. https://t.co/ap7EUdC4mq "	6/30/16	0	0	-0.8658	-1
"81 telecom fraud suspects from the mainland &amp; Taiwan return to China on Fri from Cambodia, Laos under police custody https://t.co/aIFOCpuOtL "	6/25/16	0	0	-0.7351	-1
"#Update: Two Chinese mainland citizens injured in train derailment in #Hualien county, SE #China's #Taiwan Wed https://t.co/XuIIIBBKMg "	6/22/16	0	0	-0.4019	-1
"#BREAKING Multiple injuries reported after train derailed in #Hualien county, SE #China's #Taiwan Wed. https://t.co/DnY9bAbwQB "	6/22/16	0	0	-0.34	-1
Furry cute! #Taiwan salon masters the art of trimming furry pets into bizarre shapes such as teddy bears https://t.co/aiATI9nnIA 	6/20/16	0	0	0.2481	1
#Taiwan attracts 1.6 bln USD investment from mainland since 2009 	6/20/16	0	0	0.4019	1
"#BREAKING M4.4 #earthquake hit near Hualien county, SE #China's #Taiwan at 08:39am local time, Mon: CENC https://t.co/rtBv9HfsTE "	6/19/16	0	0	0	0
#China Voice: Mainland's door remains open to #Taiwan https://t.co/ObroMjq02e https://t.co/yewPhwBTsf 	6/12/16	0	0	0	0
#China plans to install tsunami detection buoys in #SouthChinaSea &amp; waters east of the Ryukyu Trench &amp; Taiwan Island https://t.co/YXJUPeQKOS 	6/11/16	0	0	0	0
"Train derails near Fuli town, south of #Taiwan, due to the blazing heat that deformed rail, Sat https://t.co/z3sMzca0Yn "	6/4/16	0	0	-0.3182	-1
"Thunderstorm disrupts flights at #Taiwan's #Taoyuan airport, over 200 flights canceled or delayed Thur. https://t.co/SrLf7Eu2oI "	6/2/16	0	0	-0.2263	-1
#BREAKING: 52 Taiwan residents arrested in #Turkey for alleged fraud: #Taiwan authorities https://t.co/HOxTBszfPU 	5/31/16	0	0	-0.7845	-1
#BREAKING M 6.1 #earthquake hit SE #China's #Taiwan on May 31 (CENC) https://t.co/PIL7EX9fAT 	5/31/16	0	0	0	0
#Taiwan's new leader under fire for saying she has problem in speaking Chinese https://t.co/kP5vQVK0lu 	5/26/16	0	0	-0.6249	-1
#Taiwan's attitude toward cross-Strait ties must be clarified: mainland spokesman https://t.co/Qoz82CmHmF https://t.co/aJdejbdAiH 	5/25/16	0	0	0	0
"#BREAKING: M4.2 #earthquake strikes Pingtung county, #Taiwan, at the depth of 5km at 10:06 BJT, Sun. (CENC) https://t.co/iCwALV8kml "	5/21/16	0	0	-0.3612	-1
People's Daily stresses 1992 Consensus as #Taiwan leader takes office 	5/20/16	0	0	-0.4588	-1
#China urges the U.S. to revoke concurrent resolution on #Taiwan: https://t.co/Us6RUJ7KqX https://t.co/1iz1vCagil 	5/18/16	0	0	0	0
#Taiwan leader Ma Ying-jeou’s humorous and self-deprecating video went viral online https://t.co/mnj3Sx2woh 	5/18/16	0	0	0.3818	1
"Giant panda Tuan Tuan, a gift from the mainland to Taiwan, has died from distemper in Taipei: local authorities, Mon https://t.co/d3pMBgId64 "	5/16/16	0	0	-0.1779	-1
"Serene beauty: a bee collects honey on a #lotus at a lotus pool in Taipei's Palace Museum, SE China's Taiwan, May 13 https://t.co/W7REcW5Pjm "	5/14/16	0	0	0.7783	1
#Taiwan’s tourism industry suffers 30% slowdown in visitors from Chinese mainland over May Day holiday https://t.co/cjDdhcrlpT 	5/13/16	0	0	-0.1027	-1
"Gong Qinggai, former deputy chief of Chinese mainland’s #Taiwan Affairs Office, under investigation by prosecutors https://t.co/V0OlMJVNsA "	5/13/16	0	0	0	0
"#BREAKING M 5.0 #earthquake hit waters off Yilan county, SE China's Taiwan at 08:24 GMT on Friday (CENC) https://t.co/ja1yuxByM3 "	5/13/16	0	0	0	0
#BREAKING M 5.8 earthquake jolts waters off Yilan County in SE China's Taiwan at 12:29 p.m. Beijing Time Thu (CENC) https://t.co/2sycdVK3mv 	5/12/16	0	0	0	0
#UPDATE The tremor of the M6.2 quake struck Taiwan Thurs could be felt in East China’s Zhejiang and Fujian provinces https://t.co/lyCqEugb4V 	5/11/16	0	0	-0.25	-1
#BREAKING M 6.0 earthquake hit Taiwan in SE China at 11:17 a.m. local time on May 12 (CENC) https://t.co/gFDxBkY54l 	5/11/16	0	0	0	0
"M4.0 #earthquake hit off coast of Hualian, SE China's Taiwan at 2:50 a.m. local time Monday: CENC https://t.co/3CwEBGywNk "	5/8/16	0	0	0	0
#Taiwan sends patrol ships to disputed waters https://t.co/pEk43mIG5s https://t.co/rWgWiwBDSk 	5/2/16	0	0	-0.34	-1
"#BREAKING M4.6 #earthquake hits Hualien county, SE #China's #Taiwan, at the depth of 7 kilometers https://t.co/Qll9pFJ0r8 "	5/2/16	0	0	0	0
Taiwan dispatched 2 patrol ships to protect fishing boats near a Japanese atoll after Japan seized a boat on Apr 25 https://t.co/FAiug9LJom 	5/1/16	0	0	0.3818	1
"97 Chinese telecom fraud suspects, including 32 Taiwanese, repatriated from #Malaysia by Chinese police Sat. https://t.co/YoLuqVFFot "	4/30/16	0	0	-0.7351	-1
"4.5-magnitude quake hits 29km NNE of #Hualian, #Taiwan, Saturday -- USGS https://t.co/efMVXOo8WV "	4/30/16	0	0	0	0
"97 suspects of telecom fraud, including 32 from SE #China’s #Taiwan, arrive in #Guangzhou from #Malaysia https://t.co/nV0kkMOU5k "	4/30/16	0	0	-0.7351	-1
